NO,NOMOR INDUK BUKU,NOMOR INVENTARIS,JUDUL,NOMOR PANGGIL SETEMPAT,PENERBIT,TANGGAL MASUK,TANGGAL INVENTARIS
4535,0189/PAMNS/2022,189.79,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4536,0190/PAMNS/2022,190.8,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4537,0191/PAMNS/2022,191.81,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4538,0192/PAMNS/2022,192.82,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,17 Oktober 2022,25 Oktober 2022
4539,0193/PAMNS/2022,193.83,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4540,0194/PAMNS/2022,194.84,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,17 Oktober 2022,25 Oktober 2022
4541,0195/PAMNS/2022,195.85,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4542,0196/PAMNS/2022,196.86,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4543,0197/PAMNS/2022,197.87,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4544,0198/PAMNS/2022,198.88,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4545,0199/PAMNS/2022,199.89,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4546,0200/PAMNS/2022,200.9,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4547,0201/PAMNS/2022,201.91,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4548,0202/PAMNS/2022,202.92,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4549,0203/PAMNS/2022,203.93,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4550,0204/PAMNS/2022,204.94,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4551,0205/PAMNS/2022,205.95,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4552,0206/PAMNS/2022,206.96,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4553,0207/PAMNS/2022,207.97,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4554,0208/PAMNS/2022,208.98,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4555,0209/PAMNS/2022,209.99,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4556,0210/PAMNS/2022,210.1,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4557,0211/PAMNS/2022,211.101,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4558,0212/PAMNS/2022,212.102,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4559,0213/PAMNS/2022,213.103,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4560,0214/PAMNS/2022,214.104,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4561,0215/PAMNS/2022,215.105,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4562,0216/PAMNS/2022,216.106,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4563,0217/PAMNS/2022,217.107,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4564,0218/PAMNS/2022,218.108,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4565,0219/PAMNS/2022,219.109,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
4566,0220/PAMNS/2022,220.11,Kuasa Siber ,005.109 2 Gun K,Rayyana Komunikasindo,26-Sep-22,25 Oktober 2022
1473,0221/PAMNS/2022,221.01,Cara Mudah Menulis Laporan Menggunakan Microsoft Word 2000,005.13 Alh C,Andi,21-Sep-22,3-Nov-22
1474,0222/PAMNS/2022,222.02,Cara Mudah Menulis Laporan Menggunakan Microsoft Word 2000,005.13 Alh C,Andi,21-Sep-22,3-Nov-22
9517,0223/PAMNS/2022,223.01,UML Distilled Third Edition A Brief Guide To The Standard Object Modelling Language,005.13 Fow U,"Pearson Education, Inc.",21-Sep-22,15-Nov-22
771,0224/PAMNS/2022,224.01,ASP.Net Solusi web e-Commerce,005.13 Fra A,Andi,21-Sep-22,9-Nov-22
6623,0225/PAMNS/2022,225.01,Pemograman Database dengan Delphi 6.0 & SQL,005.13 Kus P,Andi,21-Sep-22,10-Nov-22
7420,0226/PAMNS/2022,226.01,Radar Systems Analysis and Design Using MATLAB Second Edition,005.13 Mah R,Chapman & Hall/CRC Taylor & Francis Group,21-Sep-22,15-Nov-22
5681,0227/PAMNS/2022,227.01,Microsoft Office XP untuk Sekretaris Modern,005.13 Mic,Andi,21-Sep-22,21 Oktober 2022
5682,0228/PAMNS/2022,228.02,Microsoft Office XP untuk Sekretaris Modern,005.13 Mic,Andi,21-Sep-22,21 Oktober 2022
6590,0229/PAMNS/2022,229.01,Pembuatan Program Sistem Informasi Akademik Berbasis ASP,005.13 Pem,Salemba Infotek,21-Sep-22,21 Oktober 2022
6591,0230/PAMNS/2022,230.02,Pembuatan Program Sistem Informasi Akademik Berbasis ASP,005.13 Pem,Salemba Infotek,21-Sep-22,21 Oktober 2022
9371,0231/PAMNS/2022,231.01,Tip & Trik Menggunakan Microsoft Office XP,005.13 Tip ,Andi,21-Sep-22,3-Nov-22
9372,0232/PAMNS/2022,232.02,Tip & Trik Menggunakan Microsoft Office XP,005.13 Tip ,Andi,21-Sep-22,3-Nov-22
5843,0233/PAMNS/2022,233.01,Mudah & Cepat Belajar Pemograman Web pada XML,005.13 Utd M,Andi,21-Sep-22,10-Nov-22
6041,0234/PAMNS/2022,234.01,Open Office (Aplikasi Office Open Source di Linux dan Windows),005.13 Utd O,Andi,21-Sep-22,8-Nov-22
6042,0235/PAMNS/2022,235.02,Open Office (Aplikasi Office Open Source di Linux dan Windows),005.13 Utd O,Andi,21-Sep-22,8-Nov-22
6627,0236/PAMNS/2022,236.01,Pemrograman Android dengan Menggunakan Eclipse & StarUML,005.25 Sut P,Airlangga University Press,26-Sep-22,03 Oktober 2022
6628,0237/PAMNS/2022,237.02,Pemrograman Android dengan Menggunakan Eclipse & StarUML,005.25 Sut P,Airlangga University Press,26-Sep-22,03 Oktober 2022
6629,0238/PAMNS/2022,238.03,Pemrograman Android dengan Menggunakan Eclipse & StarUML,005.25 Sut P,Airlangga University Press,26-Sep-22,03 Oktober 2022
6630,0239/PAMNS/2022,239.04,Pemrograman Android dengan Menggunakan Eclipse & StarUML,005.25 Sut P,Airlangga University Press,26-Sep-22,03 Oktober 2022
6631,0240/PAMNS/2022,240.05,Pemrograman Android dengan Menggunakan Eclipse & StarUML,005.25 Sut P,Airlangga University Press,26-Sep-22,03 Oktober 2022
6632,0241/PAMNS/2022,241.06,Pemrograman Android dengan Menggunakan Eclipse & StarUML,005.25 Sut P,Airlangga University Press,26-Sep-22,03 Oktober 2022
6633,0242/PAMNS/2022,242.07,Pemrograman Android dengan Menggunakan Eclipse & StarUML,005.25 Sut P,Airlangga University Press,26-Sep-22,03 Oktober 2022
6634,0243/PAMNS/2022,243.08,Pemrograman Android dengan Menggunakan Eclipse & StarUML,005.25 Sut P,Airlangga University Press,26-Sep-22,03 Oktober 2022
6635,0244/PAMNS/2022,244.09,Pemrograman Android dengan Menggunakan Eclipse & StarUML,005.25 Sut P,Airlangga University Press,26-Sep-22,03 Oktober 2022
6636,0245/PAMNS/2022,245.1,Pemrograman Android dengan Menggunakan Eclipse & StarUML,005.25 Sut P,Airlangga University Press,26-Sep-22,03 Oktober 2022
690,0246/PAMNS/2022,246.01,Aplikasi General Ledger Menggunakan Visual Foxpro,005.262 Apl,Andi,21-Sep-22,10-Nov-22
691,0247/PAMNS/2022,247.02,Aplikasi General Ledger Menggunakan Visual Foxpro,005.262 Apl,Andi,21-Sep-22,10-Nov-22
1759,0248/PAMNS/2022,248.01,Dasar Pemograman Perl,005.262 Kad D,Andi,21-Sep-22,10-Nov-22
1760,0249/PAMNS/2022,249.02,Dasar Pemograman Perl,005.262 Kad D,Andi,21-Sep-22,10-Nov-22
8348,0250/PAMNS/2022,250.01,SNMP++ Pendekatan Berorientasi Objek Untuk Pengembangan Aplikasi Manajemen Jaringan,005.262 Mel S,Andi,21-Sep-22,8-Nov-22
8349,0251/PAMNS/2022,251.02,SNMP++ Pendekatan Berorientasi Objek Untuk Pengembangan Aplikasi Manajemen Jaringan,005.262 Mel S,Andi,21-Sep-22,8-Nov-22
8173,0252/PAMNS/2022,252.01,Seri Panduan Lengkap Pemrograman HTML 4.1,005.262 Pem,Andi,21-Sep-22,15-Nov-22
8174,0253/PAMNS/2022,253.02,Seri Panduan Lengkap Pemrograman HTML 4.1,005.262 Pem,Andi,21-Sep-22,15-Nov-22
5295,0254/PAMNS/2022,254.01,Membuat Homepage Pribadi dengan CFML,005.262 Yud M,Andi,21-Sep-22,9-Nov-22
5039,0255/PAMNS/2022,255.01,MCAD/MCSD Developing and Implementing Web Applications with Visual C# .NET and Visual Studio .NET,005.268 Kal M,Que Publishing,21-Sep-22,15-Nov-22
5445,0256/PAMNS/2022,256.01,Menggunakan program aplikasi Staroffice 5.2 di dalam Linux,005.268 Men M,Andi,21-Sep-22,1-Nov-22
5446,0257/PAMNS/2022,257.02,Menggunakan program aplikasi Staroffice 5.2 di dalam Linux,005.268 Men M,Andi,21-Sep-22,1-Nov-22
5447,0258/PAMNS/2022,258.01,Menggunakan visual FOXPRO 7.0,005.268 Men,Andi,21-Sep-22,3-Nov-22
5448,0259/PAMNS/2022,259.02,Menggunakan visual FOXPRO 7.0,005.268 Men,Andi,21 Agustus 2022,3-Nov-22
6639,0260/PAMNS/2022,260.01,Pemrograman Borland Delphi 7 Jilid 1,005.268 Pem,Andi,21-Sep-22,9-Nov-22
7859,0261/PAMNS/2022,261.01,SCJP Sun Certified Programmer for Java 5 Study Guide,005.268 Sie S,The Mc Graw Hill Companies,21-Sep-22,15-Nov-22
7249,0262/PAMNS/2022,262.01,Practical Programming in Tcl and Tk,005.268 Wel P,"Pearson Education, Inc.",21-Sep-22,15-Nov-22
9491,0263/PAMNS/2022,263.01,Turbo Pascal,005.3 Nas T,ERLANGGA,22-Sep-22,1-Nov-22
9492,0264/PAMNS/2022,264.02,Turbo Pascal,005.3 Nas T,ERLANGGA,22-Sep-22,1-Nov-22
9493,0265/PAMNS/2022,265.03,Turbo Pascal,005.3 Nas T,ERLANGGA,22-Sep-22,1-Nov-22
9494,0266/PAMNS/2022,266.04,Turbo Pascal,005.3 Nas T,ERLANGGA,22-Sep-22,1-Nov-22
9495,0267/PAMNS/2022,267.05,Turbo Pascal,005.3 Nas T,ERLANGGA,22-Sep-22,1-Nov-22
9899,0268/PAMNS/2022,268.01,Windows Vista All in One Desk Reference for Dummies,005.43 Leo W,"Wiley Publishing, Inc. ",21-Sep-22,15-Nov-22
6300,0269/PAMNS/2022,269.01,Panduan Praktis Microsoft Windows 2000 Profesional,005.43 Pan,Andi,21-Sep-22,10-Nov-22
6301,0270/PAMNS/2022,270.02,Panduan Praktis Microsoft Windows 2000 Profesional,005.43 Pan,Andi,21-Sep-22,21 Oktober 2022
6247,0271/PAMNS/2022,271.01,Panduan Lengkap Linux Desktop dengan Mandrake 9.1,005.43 Pan,Andi,21-Sep-22,15-Nov-22
5688,0272/PAMNS/2022,272.01,Microsoft Windows XP Professional Resource Kit,005.43 Rus M,Microsoft Press ,21-Sep-22,15-Nov-22
750,0273/PAMNS/2022,273.01,Asian Business Software Solution,005.5 San A,PT. Rajagrafindo Persada,29 Oktober 2022,17-Nov-22
958,0274/PAMNS/2022,274.01,Belajar Sendiri dalam 10 Menit SQL,005.74 For B,Andi,21-Sep-22,9-Nov-22
6645,0275/PAMNS/2022,275.01,Pemrograman Oracle PL/SQL,005.74 Hut P,Andi,21-Sep-22,15-Nov-22
1776,0276/PAMNS/2022,276.01,Data Warehouse,005.74 Mun D,INFORMATIKA,26 Oktober 2022,04 Januari 2023
6642,0277/PAMNS/2022,277.01,Pemrograman Menggunakan Oracle Developer,005.74 Pem,Andi,21-Sep-22,9-Nov-22
955,0278/PAMNS/2022,278.01,Belajar Sendiri Administrasi Database Server MySQL,005.74 Pra B,Elex Media Komputindo,21-Sep-22,15-Nov-22
5686,0279/PAMNS/2022,279.01,Microsoft SQL Server 2000 Unleashed,005.74 Ran M,SAMS Publishing,21-Sep-22,15-Nov-22
5452,0280/PAMNS/2022,280.01,Mengolah DataBase dengan SQL pada Interbase Menggunakan Delphi 6.0,005.74 Rob M,Balai Pustaka,21-Sep-22,9-Nov-22
5453,0281/PAMNS/2022,281.02,Mengolah DataBase dengan SQL pada Interbase Menggunakan Delphi 6.0,005.74 Rob M,Balai Pustaka,21-Sep-22,9-Nov-22
5371,0282/PAMNS/2022,282.01,Mengelola Database Server MySQL di Linux dan Windows,005.74 Utd M,Andi,21-Sep-22,15-Nov-22
964,0283/PAMNS/2022,283.01,Belajar Sendiri ORACLE9i Database,005.74 Wij B,PT Elex Media Komputindo,21-Sep-22,9-Nov-22
5190,0284/PAMNS/2022,284.01,Memahami Dasar-dasar Firewall Keluaran Check Point Versi Next Generation (NG),005.8 Bar M,PT Elex Media Komputindo,21-Sep-22,15-Nov-22
5191,0285/PAMNS/2022,285.02,Memahami Dasar-dasar Firewall Keluaran Check Point Versi Next Generation (NG),005.8 Bar M,PT Elex Media Komputindo,21-Sep-22,15-Nov-22
5203,0286/PAMNS/2022,286.01,Memahami Model Enkripsi & Security Data,005.8 Mem,ANDI Yogyakarta,21-Sep-22,15-Nov-22
5475,0287/PAMNS/2022,287.01,Menguasai Security UNIX (Panduan bagi Administrator UNIX untuk Memproteksi Situs Internet dan Jaringan),005.8 Raf M,PT Elex Media Komputindo,21-Sep-22,15-Nov-22
5423,0288/PAMNS/2022,288.01,"Mengenal, Mencegah, Menanggulangi Virus Komputer",005.8 Set M,Andi,21-Sep-22,8-Nov-22
5424,0289/PAMNS/2022,289.02,"Mengenal, Mencegah, Menanggulangi Virus Komputer",005.8 Set M,Andi,21-Sep-22,8-Nov-22
340,0290/PAMNS/2022,290.01,Adobe Photoshop 7.0,006.66 Ado,Andi,21-Sep-22,9-Nov-22
692,0291/PAMNS/2022,291.01,Aplikasi Google Sketchup untuk Desain 3 Dimensi,006.66 Man A,PT Elex Media Komputindo,26 Oktober 2022,21-Nov-22
693,0292/PAMNS/2022,292.02,Aplikasi Google Sketchup untuk Desain 3 Dimensi,006.66 Man A,PT Elex Media Komputindo,26 Oktober 2022,21-Nov-22
959,0293/PAMNS/2022,293.01,Belajar Sendiri Desain 3D Rumah Dengan Google SketchUp,006.66 Man B,PT Elex Media Komputindo,26 Oktober 2022,21-Nov-22
960,0294/PAMNS/2022,294.02,Belajar Sendiri Desain 3D Rumah Dengan Google SketchUp,006.66 Man B,PT Elex Media Komputindo,26 Oktober 2022,21-Nov-22
68,0295/PAMNS/2022,295.01,212 Tip Menguasai Adobe Photoshop CS Edisi Revisi,006.66 Mul T,Andi,21-Sep-22,15-Nov-22
1927,0296/PAMNS/2022,296.01,Desain dan Animasi Menggunakan MACROMEDIA FIREWORKS MX,006.693 Nov D,Andi,21-Sep-22,9-Nov-22
1928,0297/PAMNS/2022,297.02,Desain dan Animasi Menggunakan MACROMEDIA FIREWORKS MX,006.693 Nov D,Andi,21-Sep-22,9-Nov-22
6294,0298/PAMNS/2022,298.01,Panduan Praktis Membuat Animasi Web dengan SWiSH 2.0,006.696 Pan,Andi,21-Sep-22,10-Nov-22
6295,0299/PAMNS/2022,299.02,Panduan Praktis Membuat Animasi Web dengan SWiSH 2.0,006.696 Pan,Andi,21-Sep-22,10-Nov-22
2171,0300/PAMNS/2022,300.01,Dream Weaver MX H.O.T Hands-On Training,006.6 Gre M,Lynda,21-Sep-22,9-Nov-22
5470,0301/PAMNS/2022,301.01,Menguasai AutoCAD 2005 untuk Teknik Mesin,006.6 Men,Salemba Infotek,21-Sep-22,15-Nov-22
5849,0302/PAMNS/2022,302.01,Mudah dan Tuntas Menggunakan Corel Draw II,006.6 Mul M,Andi,21-Sep-22,8-Nov-22
5850,0303/PAMNS/2022,303.02,Mudah dan Tuntas Menggunakan Corel Draw II,006.6 Mul M,Andi,21-Sep-22,8-Nov-22
9500,0304/PAMNS/2022,304.01,Tutorial Tuntas Macromedia Studio MX (Integrasi Aplikasi untuk Membangun Website),006.6 Mul T,Andi,21-Sep-22,15-Nov-22
9501,0305/PAMNS/2022,305.02,Tutorial Tuntas Macromedia Studio MX (Integrasi Aplikasi untuk Membangun Website),006.6 Mul T,Andi,21-Sep-22,15-Nov-22
6296,0306/PAMNS/2022,306.01,Panduan Praktis Membuat Diagram & Gambar Teknik dengan Microsoft Visio 2002,006.6 Pan,Andi,21-Sep-22,10-Nov-22
6297,0307/PAMNS/2022,307.02,Panduan Praktis Membuat Diagram & Gambar Teknik dengan Microsoft Visio 2002,006.6 Pan,Andi,21-Sep-22,10-Nov-22
9155,0308/PAMNS/2022,308.01,the GIMP (Aplikasi Grafis Pengguna Linux),006.6 Pra T,Andi,21-Sep-22,9-Nov-22
1930,0309/PAMNS/2022,309.01,Desain Grafis dan Web dengan Macromedia Fireworks MX,006.6 Sya D,PT Elex Media Komputindo,21-Sep-22,15-Nov-22
5292,0310/PAMNS/2022,310.01,Membuat Aplikasi Web dengan ASP.NET,006.7 Ric M,Elex Media Komputindo,21-Sep-22,3-Nov-22
5293,0311/PAMNS/2022,311.02,Membuat Aplikasi Web dengan ASP.NET,006.7 Ric M,Elex Media Komputindo,21-Sep-22,3-Nov-22
5062,0312/PAMNS/2022,312.01,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5063,0313/PAMNS/2022,313.02,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5064,0314/PAMNS/2022,314.03,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5065,0315/PAMNS/2022,315.04,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5066,0316/PAMNS/2022,316.05,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5067,0317/PAMNS/2022,317.06,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5068,0318/PAMNS/2022,318.07,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5069,0319/PAMNS/2022,319.08,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5070,0320/PAMNS/2022,320.09,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5071,0321/PAMNS/2022,321.1,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5072,0322/PAMNS/2022,322.11,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5073,0323/PAMNS/2022,323.12,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5074,0324/PAMNS/2022,324.13,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5075,0325/PAMNS/2022,325.14,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5076,0326/PAMNS/2022,326.15,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5077,0327/PAMNS/2022,327.16,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5078,0328/PAMNS/2022,328.17,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5079,0329/PAMNS/2022,329.18,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5080,0330/PAMNS/2022,330.19,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5081,0331/PAMNS/2022,331.2,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5082,0332/PAMNS/2022,332.21,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5083,0333/PAMNS/2022,333.22,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5084,0334/PAMNS/2022,334.23,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5085,0335/PAMNS/2022,335.24,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5086,0336/PAMNS/2022,336.25,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5087,0337/PAMNS/2022,337.26,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5088,0338/PAMNS/2022,338.27,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5089,0339/PAMNS/2022,339.28,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5090,0340/PAMNS/2022,340.29,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5091,0341/PAMNS/2022,341.3,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5092,0342/PAMNS/2022,342.31,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5093,0343/PAMNS/2022,343.32,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5094,0344/PAMNS/2022,344.33,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5095,0345/PAMNS/2022,345.34,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5096,0346/PAMNS/2022,346.35,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5097,0347/PAMNS/2022,347.36,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5098,0348/PAMNS/2022,348.37,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5099,0349/PAMNS/2022,349.38,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5100,0350/PAMNS/2022,350.39,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5101,0351/PAMNS/2022,351.4,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5102,0352/PAMNS/2022,352.41,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5103,0353/PAMNS/2022,353.42,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5104,0354/PAMNS/2022,354.43,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5105,0355/PAMNS/2022,355.44,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5106,0356/PAMNS/2022,356.45,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5107,0357/PAMNS/2022,357.46,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5108,0358/PAMNS/2022,358.47,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5109,0359/PAMNS/2022,359.48,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5110,0360/PAMNS/2022,360.49,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5111,0361/PAMNS/2022,361.5,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5112,0362/PAMNS/2022,362.51,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5113,0363/PAMNS/2022,363.52,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5114,0364/PAMNS/2022,364.53,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5115,0365/PAMNS/2022,365.54,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5116,0366/PAMNS/2022,366.55,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5117,0367/PAMNS/2022,367.56,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5118,0368/PAMNS/2022,368.57,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5119,0369/PAMNS/2022,369.58,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5120,0370/PAMNS/2022,370.59,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5121,0371/PAMNS/2022,371.6,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
5122,0372/PAMNS/2022,372.61,Medsos di Antara Dua Kutub,006.754 Gun M,Rayyana Komunikasindo,14 Oktober 2022,1-Nov-22
